-0.0,-14.8203125
-0.0,-9.890625
-0.0,-6.19140625
3.0087890625,-12.3671875
-0.0,-12.953125
7.640625,-6.5703125
-0.0,-7.060546875
4.064453125,-13.375
-0.0,-9.59375
8.0546875,-0.0
-0.0,-15.68359375
-0.3310546875,-0.0
-0.591552734375,-12.3515625
-0.0,-10.5625
5.2099609375,-9.671875
-0.0,-15.73828125
0.60888671875,-5.162109375
4.509765625,-13.80078125
-0.0,-17.015625
-0.0,-11.9296875
-0.0,-11.53515625
-0.0,-4.0478515625
-0.0,-5.001953125
-0.0,-8.90234375
-0.0,-7.90234375
16.78125,-10.8046875
-0.0,-15.8984375
-0.0,-6.697265625
2.59765625,-10.6328125
-0.0,-8.34765625
-0.0,-8.609375
3.7587890625,-3.3447265625
-0.0,-16.3984375
4.357421875,-13.203125
-0.0,-13.015625
-0.0,-7.984375
-0.0,-20.4375
10.3671875,-0.0
3.53515625,-1.0185546875
3.346923828125,-12.29296875
-0.0,-16.3828125
3.3466796875,-6.294921875
-3.70751953125,-6.259765625
9.041015625,-8.7421875
-0.0,-18.0546875
10.54296875,-0.0
1.06982421875,0.4970703125
-0.0,-6.884765625
1.5771484375,0.208984375
4.01171875,-0.0
-0.0,-10.69921875
-0.0,-10.45703125
-0.0,-15.7109375
17.4375,-0.0
19.3671875,-0.0
-0.0,-6.5390625
8.28515625,-0.9814453125
-0.0,-9.015625
-0.0,-8.857421875
16.65625,-0.0
9.1015625,-0.0
-0.0,-12.7578125
-0.0,-18.6484375
-2.064453125,-3.513671875
-0.0,-9.91015625
-0.0,-2.6904296875
2.658203125,-1.82958984375
7.4765625,-21.125
-0.0,-17.4296875
4.439453125,-9.37890625
3.8701171875,-11.65234375
-0.0,-20.4140625
-0.0,-9.2265625
4.470703125,-1.6015625
3.60546875,0.7978515625
-0.0,-11.109375
1.5419921875,-5.859375
-0.0,-10.2109375
-0.0,-11.984375
-0.0,-5.65625
3.4443359375,-13.3984375
13.265625,-0.0
9.38671875,-0.8251953125
-0.0,-6.900390625
4.73828125,-0.0
12.421875,-6.63671875
-0.0,-19.4609375
13.71875,-0.0
0.6298828125,-0.0
-0.0,-17.921875
-2.4033203125,-12.71484375
5.49609375,-2.962890625
9.921875,-7.65234375
1.8525390625,-3.6484375
3.4609375,-0.0
12.484375,-9.30078125
-3.5400390625,-14.6171875
14.44921875,-0.0
2.33709716796875,-0.0
-0.1455078125,-8.37890625
5.111328125,-2.2666015625
4.23828125,-8.34375
10.7109375,-0.0
18.0546875,-0.0
-0.0,-16.859375
-0.0,-11.08984375
0.4423828125,-10.92578125
-0.0,-8.826171875
-0.0,-1.23583984375
-0.0,-7.8125
